Line,Purpose,Trait,Field_experiment
2MS16_4152-046,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-047,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-048,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-049,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-050,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-051,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-052,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-053,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-054,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-055,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-056,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-057,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-058,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-059,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4152-060,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4154-001,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-002,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-003,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-004,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-005,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-006,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-007,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-008,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-009,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-010,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-011,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-012,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-013,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-014,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-015,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-016,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-017,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-018,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-019,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-020,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-021,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-022,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-023,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-024,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-025,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-026,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-027,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-028,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-029,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-030,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-031,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-032,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-033,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-034,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-035,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-036,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-037,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-038,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-039,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-040,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-041,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-042,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-043,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4154-044,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4158-001,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-002,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-003,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-004,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-005,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-006,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-007,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-008,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-009,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-010,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-011,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-012,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-013,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-014,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-015,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-016,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-017,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-018,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-019,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-020,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-021,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-022,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-023,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-024,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-025,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-026,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-027,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-028,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-029,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-030,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-031,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-032,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-033,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-034,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-035,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-036,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-037,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-038,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-039,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-040,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-041,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-042,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-043,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-044,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-045,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-046,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-047,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-048,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-049,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-050,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-051,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-052,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-053,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-054,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-055,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-056,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-057,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-058,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-059,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4158-060,Experimental,Yield_DON_no_corr,FHB-Short_row
2MS16_4179-001,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-002,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-003,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-004,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-005,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-006,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-007,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-008,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-009,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-010,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-011,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-012,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-013,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-014,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-015,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-016,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-017,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-018,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-019,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-020,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-021,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-022,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-023,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-024,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-025,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-026,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-027,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-028,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-029,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-030,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-031,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-032,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-033,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-034,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-035,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-036,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-037,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-038,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-039,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-040,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-041,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-042,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-043,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-044,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-045,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-046,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-047,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-048,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-049,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-050,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-051,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-052,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-053,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-054,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-055,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-056,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-057,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-058,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-059,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4179-060,Experimental,Yield_DON_high_neg_corr,FHB-Short_row
2MS16_4131-001,Experimental,Height_low_Vg,Short_row
2MS16_4131-002,Experimental,Height_low_Vg,Short_row
2MS16_4131-003,Experimental,Height_low_Vg,Short_row
2MS16_4131-004,Experimental,Height_low_Vg,Short_row
2MS16_4131-005,Experimental,Height_low_Vg,Short_row
2MS16_4131-006,Experimental,Height_low_Vg,Short_row
2MS16_4131-007,Experimental,Height_low_Vg,Short_row
2MS16_4131-008,Experimental,Height_low_Vg,Short_row
2MS16_4131-009,Experimental,Height_low_Vg,Short_row
2MS16_4131-010,Experimental,Height_low_Vg,Short_row
2MS16_4131-011,Experimental,Height_low_Vg,Short_row
2MS16_4131-012,Experimental,Height_low_Vg,Short_row
2MS16_4131-013,Experimental,Height_low_Vg,Short_row
2MS16_4131-014,Experimental,Height_low_Vg,Short_row
2MS16_4131-015,Experimental,Height_low_Vg,Short_row
2MS16_4131-016,Experimental,Height_low_Vg,Short_row
2MS16_4131-017,Experimental,Height_low_Vg,Short_row
2MS16_4131-018,Experimental,Height_low_Vg,Short_row
2MS16_4131-019,Experimental,Height_low_Vg,Short_row
2MS16_4131-020,Experimental,Height_low_Vg,Short_row
2MS16_4131-021,Experimental,Height_low_Vg,Short_row
2MS16_4131-022,Experimental,Height_low_Vg,Short_row
2MS16_4131-023,Experimental,Height_low_Vg,Short_row
2MS16_4131-024,Experimental,Height_low_Vg,Short_row
2MS16_4131-025,Experimental,Height_low_Vg,Short_row
2MS16_4131-026,Experimental,Height_low_Vg,Short_row
2MS16_4131-027,Experimental,Height_low_Vg,Short_row
2MS16_4131-028,Experimental,Height_low_Vg,Short_row
2MS16_4131-029,Experimental,Height_low_Vg,Short_row
2MS16_4131-030,Experimental,Height_low_Vg,Short_row
2MS16_4131-031,Experimental,Height_low_Vg,Short_row
2MS16_4131-032,Experimental,Height_low_Vg,Short_row
2MS16_4131-033,Experimental,Height_low_Vg,Short_row
2MS16_4131-034,Experimental,Height_low_Vg,Short_row
2MS16_4131-035,Experimental,Height_low_Vg,Short_row
2MS16_4131-036,Experimental,Height_low_Vg,Short_row
2MS16_4131-037,Experimental,Height_low_Vg,Short_row
2MS16_4131-038,Experimental,Height_low_Vg,Short_row
2MS16_4131-039,Experimental,Height_low_Vg,Short_row
2MS16_4131-040,Experimental,Height_low_Vg,Short_row
2MS16_4131-041,Experimental,Height_low_Vg,Short_row
2MS16_4131-042,Experimental,Height_low_Vg,Short_row
2MS16_4131-043,Experimental,Height_low_Vg,Short_row
2MS16_4131-044,Experimental,Height_low_Vg,Short_row
2MS16_4131-045,Experimental,Height_low_Vg,Short_row
2MS16_4131-046,Experimental,Height_low_Vg,Short_row
2MS16_4131-047,Experimental,Height_low_Vg,Short_row
2MS16_4131-048,Experimental,Height_low_Vg,Short_row
2MS16_4131-049,Experimental,Height_low_Vg,Short_row
2MS16_4131-050,Experimental,Height_low_Vg,Short_row
2MS16_4131-051,Experimental,Height_low_Vg,Short_row
2MS16_4131-052,Experimental,Height_low_Vg,Short_row
2MS16_4131-053,Experimental,Height_low_Vg,Short_row
2MS16_4131-054,Experimental,Height_low_Vg,Short_row
2MS16_4131-055,Experimental,Height_low_Vg,Short_row
2MS16_4131-056,Experimental,Height_low_Vg,Short_row
2MS16_4131-057,Experimental,Height_low_Vg,Short_row
2MS16_4131-058,Experimental,Height_low_Vg,Short_row
2MS16_4131-059,Experimental,Height_low_Vg,Short_row
2MS16_4131-060,Experimental,Height_low_Vg,Short_row
2MS16_4131-061,Experimental,Height_low_Vg,Short_row
2MS16_4131-062,Experimental,Height_low_Vg,Short_row
2MS16_4131-063,Experimental,Height_low_Vg,Short_row
2MS16_4131-064,Experimental,Height_low_Vg,Short_row
2MS16_4131-065,Experimental,Height_low_Vg,Short_row
2MS16_4131-066,Experimental,Height_low_Vg,Short_row
2MS16_4131-067,Experimental,Height_low_Vg,Short_row
2MS16_4131-068,Experimental,Height_low_Vg,Short_row
2MS16_4131-069,Experimental,Height_low_Vg,Short_row
2MS16_4131-070,Experimental,Height_low_Vg,Short_row
2MS16_4131-071,Experimental,Height_low_Vg,Short_row
2MS16_4131-072,Experimental,Height_low_Vg,Short_row
2MS16_4131-073,Experimental,Height_low_Vg,Short_row
2MS16_4131-074,Experimental,Height_low_Vg,Short_row
2MS16_4131-075,Experimental,Height_low_Vg,Short_row
2MS16_4131-076,Experimental,Height_low_Vg,Short_row
2MS16_4131-077,Experimental,Height_low_Vg,Short_row
2MS16_4131-078,Experimental,Height_low_Vg,Short_row
2MS16_4131-079,Experimental,Height_low_Vg,Short_row
2MS16_4131-080,Experimental,Height_low_Vg,Short_row
2MS16_4131-081,Experimental,Height_low_Vg,Short_row
2MS16_4131-082,Experimental,Height_low_Vg,Short_row
2MS16_4131-083,Experimental,Height_low_Vg,Short_row
2MS16_4132-001,Experimental,Height_high_Vg,Short_row
2MS16_4132-002,Experimental,Height_high_Vg,Short_row
2MS16_4132-003,Experimental,Height_high_Vg,Short_row
2MS16_4132-004,Experimental,Height_high_Vg,Short_row
2MS16_4132-005,Experimental,Height_high_Vg,Short_row
2MS16_4132-006,Experimental,Height_high_Vg,Short_row
2MS16_4132-007,Experimental,Height_high_Vg,Short_row
2MS16_4132-008,Experimental,Height_high_Vg,Short_row
2MS16_4132-009,Experimental,Height_high_Vg,Short_row
2MS16_4132-010,Experimental,Height_high_Vg,Short_row
2MS16_4132-011,Experimental,Height_high_Vg,Short_row
2MS16_4132-012,Experimental,Height_high_Vg,Short_row
2MS16_4132-013,Experimental,Height_high_Vg,Short_row
2MS16_4132-014,Experimental,Height_high_Vg,Short_row
2MS16_4132-015,Experimental,Height_high_Vg,Short_row
2MS16_4132-016,Experimental,Height_high_Vg,Short_row
2MS16_4132-017,Experimental,Height_high_Vg,Short_row
2MS16_4132-018,Experimental,Height_high_Vg,Short_row
2MS16_4132-019,Experimental,Height_high_Vg,Short_row
2MS16_4132-020,Experimental,Height_high_Vg,Short_row
2MS16_4132-021,Experimental,Height_high_Vg,Short_row
2MS16_4132-022,Experimental,Height_high_Vg,Short_row
2MS16_4132-023,Experimental,Height_high_Vg,Short_row
2MS16_4132-024,Experimental,Height_high_Vg,Short_row
2MS16_4132-025,Experimental,Height_high_Vg,Short_row
2MS16_4132-026,Experimental,Height_high_Vg,Short_row
2MS16_4132-027,Experimental,Height_high_Vg,Short_row
2MS16_4132-028,Experimental,Height_high_Vg,Short_row
2MS16_4132-029,Experimental,Height_high_Vg,Short_row
2MS16_4132-030,Experimental,Height_high_Vg,Short_row
2MS16_4132-031,Experimental,Height_high_Vg,Short_row
2MS16_4132-032,Experimental,Height_high_Vg,Short_row
2MS16_4132-033,Experimental,Height_high_Vg,Short_row
2MS16_4132-034,Experimental,Height_high_Vg,Short_row
2MS16_4132-035,Experimental,Height_high_Vg,Short_row
2MS16_4132-036,Experimental,Height_high_Vg,Short_row
2MS16_4132-037,Experimental,Height_high_Vg,Short_row
2MS16_4132-038,Experimental,Height_high_Vg,Short_row
2MS16_4132-039,Experimental,Height_high_Vg,Short_row
2MS16_4132-040,Experimental,Height_high_Vg,Short_row
2MS16_4132-041,Experimental,Height_high_Vg,Short_row
2MS16_4132-042,Experimental,Height_high_Vg,Short_row
2MS16_4132-043,Experimental,Height_high_Vg,Short_row
2MS16_4132-044,Experimental,Height_high_Vg,Short_row
2MS16_4132-045,Experimental,Height_high_Vg,Short_row
2MS16_4132-046,Experimental,Height_high_Vg,Short_row
2MS16_4132-047,Experimental,Height_high_Vg,Short_row
2MS16_4132-048,Experimental,Height_high_Vg,Short_row
2MS16_4132-049,Experimental,Height_high_Vg,Short_row
2MS16_4132-050,Experimental,Height_high_Vg,Short_row
2MS16_4132-051,Experimental,Height_high_Vg,Short_row
2MS16_4132-052,Experimental,Height_high_Vg,Short_row
2MS16_4132-053,Experimental,Height_high_Vg,Short_row
2MS16_4132-054,Experimental,Height_high_Vg,Short_row
2MS16_4132-055,Experimental,Height_high_Vg,Short_row
2MS16_4132-056,Experimental,Height_high_Vg,Short_row
2MS16_4132-057,Experimental,Height_high_Vg,Short_row
2MS16_4132-058,Experimental,Height_high_Vg,Short_row
2MS16_4132-059,Experimental,Height_high_Vg,Short_row
2MS16_4132-060,Experimental,Height_high_Vg,Short_row
2MS16_4132-061,Experimental,Height_high_Vg,Short_row
2MS16_4132-062,Experimental,Height_high_Vg,Short_row
2MS16_4132-063,Experimental,Height_high_Vg,Short_row
2MS16_4132-064,Experimental,Height_high_Vg,Short_row
2MS16_4132-065,Experimental,Height_high_Vg,Short_row
2MS16_4132-066,Experimental,Height_high_Vg,Short_row
2MS16_4132-067,Experimental,Height_high_Vg,Short_row
2MS16_4132-068,Experimental,Height_high_Vg,Short_row
2MS16_4132-069,Experimental,Height_high_Vg,Short_row
2MS16_4132-070,Experimental,Height_high_Vg,Short_row
2MS16_4132-071,Experimental,Height_high_Vg,Short_row
2MS16_4132-072,Experimental,Height_high_Vg,Short_row
2MS16_4132-073,Experimental,Height_high_Vg,Short_row
2MS16_4132-074,Experimental,Height_high_Vg,Short_row
2MS16_4132-075,Experimental,Height_high_Vg,Short_row
2MS16_4132-076,Experimental,Height_high_Vg,Short_row
2MS16_4132-077,Experimental,Height_high_Vg,Short_row
2MS16_4132-078,Experimental,Height_high_Vg,Short_row
2MS16_4132-079,Experimental,Height_high_Vg,Short_row
2MS16_4132-080,Experimental,Height_high_Vg,Short_row
2MS16_4132-081,Experimental,Height_high_Vg,Short_row
2MS16_4132-082,Experimental,Height_high_Vg,Short_row
2MS16_4132-083,Experimental,Height_high_Vg,Short_row
2MS16_4132-084,Experimental,Height_high_Vg,Short_row
2MS16_4132-085,Experimental,Height_high_Vg,Short_row
2MS16_4132-086,Experimental,Height_high_Vg,Short_row
2MS16_4133-001,Experimental,Height_high_Vg,Short_row
2MS16_4133-002,Experimental,Height_high_Vg,Short_row
2MS16_4133-003,Experimental,Height_high_Vg,Short_row
2MS16_4133-004,Experimental,Height_high_Vg,Short_row
2MS16_4133-005,Experimental,Height_high_Vg,Short_row
2MS16_4133-006,Experimental,Height_high_Vg,Short_row
2MS16_4133-007,Experimental,Height_high_Vg,Short_row
2MS16_4133-008,Experimental,Height_high_Vg,Short_row
2MS16_4133-009,Experimental,Height_high_Vg,Short_row
2MS16_4133-010,Experimental,Height_high_Vg,Short_row
2MS16_4133-011,Experimental,Height_high_Vg,Short_row
2MS16_4133-012,Experimental,Height_high_Vg,Short_row
2MS16_4133-013,Experimental,Height_high_Vg,Short_row
2MS16_4133-014,Experimental,Height_high_Vg,Short_row
2MS16_4133-015,Experimental,Height_high_Vg,Short_row
2MS16_4133-016,Experimental,Height_high_Vg,Short_row
2MS16_4133-017,Experimental,Height_high_Vg,Short_row
2MS16_4133-018,Experimental,Height_high_Vg,Short_row
2MS16_4133-019,Experimental,Height_high_Vg,Short_row
2MS16_4133-020,Experimental,Height_high_Vg,Short_row
2MS16_4133-021,Experimental,Height_high_Vg,Short_row
2MS16_4133-022,Experimental,Height_high_Vg,Short_row
2MS16_4133-023,Experimental,Height_high_Vg,Short_row
2MS16_4133-024,Experimental,Height_high_Vg,Short_row
2MS16_4133-025,Experimental,Height_high_Vg,Short_row
2MS16_4133-026,Experimental,Height_high_Vg,Short_row
2MS16_4133-027,Experimental,Height_high_Vg,Short_row
2MS16_4133-028,Experimental,Height_high_Vg,Short_row
2MS16_4133-029,Experimental,Height_high_Vg,Short_row
2MS16_4133-030,Experimental,Height_high_Vg,Short_row
2MS16_4133-031,Experimental,Height_high_Vg,Short_row
2MS16_4133-032,Experimental,Height_high_Vg,Short_row
2MS16_4133-033,Experimental,Height_high_Vg,Short_row
2MS16_4133-034,Experimental,Height_high_Vg,Short_row
2MS16_4133-035,Experimental,Height_high_Vg,Short_row
2MS16_4133-036,Experimental,Height_high_Vg,Short_row
2MS16_4133-037,Experimental,Height_high_Vg,Short_row
2MS16_4133-038,Experimental,Height_high_Vg,Short_row
2MS16_4133-039,Experimental,Height_high_Vg,Short_row
2MS16_4133-040,Experimental,Height_high_Vg,Short_row
2MS16_4133-041,Experimental,Height_high_Vg,Short_row
2MS16_4133-042,Experimental,Height_high_Vg,Short_row
2MS16_4133-043,Experimental,Height_high_Vg,Short_row
2MS16_4133-044,Experimental,Height_high_Vg,Short_row
2MS16_4133-045,Experimental,Height_high_Vg,Short_row
2MS16_4133-046,Experimental,Height_high_Vg,Short_row
2MS16_4133-047,Experimental,Height_high_Vg,Short_row
2MS16_4133-048,Experimental,Height_high_Vg,Short_row
2MS16_4133-049,Experimental,Height_high_Vg,Short_row
2MS16_4133-050,Experimental,Height_high_Vg,Short_row
2MS16_4133-051,Experimental,Height_high_Vg,Short_row
2MS16_4133-052,Experimental,Height_high_Vg,Short_row
2MS16_4133-053,Experimental,Height_high_Vg,Short_row
2MS16_4133-054,Experimental,Height_high_Vg,Short_row
2MS16_4133-055,Experimental,Height_high_Vg,Short_row
2MS16_4133-056,Experimental,Height_high_Vg,Short_row
2MS16_4133-057,Experimental,Height_high_Vg,Short_row
2MS16_4133-058,Experimental,Height_high_Vg,Short_row
2MS16_4133-059,Experimental,Height_high_Vg,Short_row
2MS16_4133-060,Experimental,Height_high_Vg,Short_row
2MS16_4133-061,Experimental,Height_high_Vg,Short_row
2MS16_4133-062,Experimental,Height_high_Vg,Short_row
2MS16_4133-063,Experimental,Height_high_Vg,Short_row
2MS16_4133-064,Experimental,Height_high_Vg,Short_row
2MS16_4133-065,Experimental,Height_high_Vg,Short_row
2MS16_4133-066,Experimental,Height_high_Vg,Short_row
2MS16_4133-067,Experimental,Height_high_Vg,Short_row
2MS16_4133-068,Experimental,Height_high_Vg,Short_row
2MS16_4133-069,Experimental,Height_high_Vg,Short_row
2MS16_4133-070,Experimental,Height_high_Vg,Short_row
2MS16_4133-071,Experimental,Height_high_Vg,Short_row
2MS16_4133-072,Experimental,Height_high_Vg,Short_row
2MS16_4133-073,Experimental,Height_high_Vg,Short_row
2MS16_4133-074,Experimental,Height_high_Vg,Short_row
2MS16_4133-075,Experimental,Height_high_Vg,Short_row
2MS16_4133-076,Experimental,Height_high_Vg,Short_row
2MS16_4133-077,Experimental,Height_high_Vg,Short_row
2MS16_4133-078,Experimental,Height_high_Vg,Short_row
2MS16_4133-079,Experimental,Height_high_Vg,Short_row
2MS16_4133-080,Experimental,Height_high_Vg,Short_row
